x,y,blue,red,nir,swir,class,ndvi
31.279690654706805,94.22190752254402,-0.012590092629851,0.1132920950476181,0.4967240362481263,0.3030902399884296,Forest,0.6285603306687227
76.00420290990492,76.55562461493692,0.2246871587660074,0.2512640980625452,0.2885642170612176,0.2461809276367932,Urban,0.0690962625591822
9.435884114662564,4.982068882882662,0.1368402396530205,0.0948039121703044,0.0528117980523524,0.0631062488141244,Water,-0.2844691398673823
18.75033343559665,79.77318696066227,0.1204925370195648,0.1613134231748327,0.5230608804262898,0.2969605523440127,Forest,0.528581297322198
60.4936095517219,9.04237722919261,0.1020906481635195,0.2259362049045722,0.432170007624988,0.2787626020521064,Cropland,0.3133746480339636
51.87762340602949,10.239894483410406,0.1325007412400499,0.1759254069329084,0.412260248530495,0.2178084177032946,Cropland,0.4018031371597963
44.819845618020246,92.61674382789194,0.0774060073981084,0.1301520716543469,0.5397211470061908,0.296482288768715,Forest,0.6114128225200707
38.14608693983958,34.88225434926362,0.1189060847083926,0.156397428614642,0.4315196887785212,0.2837300797234793,Cropland,0.4679609625652285
32.14279404015703,95.17654324033508,0.0812838447414046,0.0951714796295281,0.4844817853902619,0.3295818788079745,Forest,0.6716261759475163
46.57891629721285,82.0569057915657,0.0928921788982536,0.1312599590810041,0.522260830082406,0.3219436469978434,Forest,0.5982990556458545
